plan_id,plan_name,rep_name,tdu_area,rate_type,term_months,price_kwh_500,price_kwh_1000,price_kwh_2000,base_charge_monthly,early_termination_fee,renewable_pct,is_prepaid,is_tou,special_terms,efl_url,enrollment_url
34369,No Gimmicks 12,Budget Power,CENTERPOINT,FIXED,12,13.8,13.3,13.100000000000001,0.0,100.0,35,False,False,Promo Code PTC,https://signup.budgetpowertx.com/Home/EFL?productId=33636&Promo=,https://signup.budgetpowertx.com/Home/index?ProductCode=RN12000543&Promo=PTC
34406,TrueClassic 36,AP GAS & ELECTRIC (TX) LLC,CENTERPOINT,FIXED,36,15.299999999999999,14.799999999999999,14.6,0.0,350.0,6,False,False,Asegure un plan directo de tasa fija que le brinde seguridad en los precios durante los próximos 36 meses. Flexible. Affordable. Energy. ¡Eso es APG&E!,https://artemis-api.apge.com/api/v1/document?documentId=73&offerCode=SRBTX_CTP_NA_NA_RES_FPR_SD0_T36_NEW,https://www.apge.com/enroll#/offer?offerCode=SRBTX_CTP_NA_NA_RES_FPR_SD0_T36_NEW&deploymentName=TX%20State%20Rate%20Board&language=spanish
34473,Think Clean 12,Think Energy,CENTERPOINT,FIXED,12,16.6,15.6,15.1,0.0,200.0,100,False,False,New Customers Only,https://docs.cloud.thinkenergy.com/EFL/?term=12&duns=957877905&product=tx.thinkclean.noap.fixed&lang=en,https://www.thinkenergy.com/?utm_source=rateboard&utm_medium=referral&utm_campaign=texas
34479,Think Clean 12,Think Energy,CENTERPOINT,FIXED,12,16.6,15.6,15.1,0.0,200.0,100,False,False,Solo para nuevos clientes,https://docs.cloud.thinkenergy.com/EFL/?term=12&duns=957877905&product=tx.thinkclean.noap.fixed&lang=es,https://www.thinkenergy.com/?utm_source=rateboard&utm_medium=referral&utm_campaign=texas
34489,Think Clean 36,Think Energy,CENTERPOINT,FIXED,36,17.299999999999997,16.400000000000002,15.9,0.0,200.0,100,False,False,New Customers Only. Autopay is Required.,https://docs.cloud.thinkenergy.com/EFL/?term=36&duns=957877905&product=tx.thinkclean.ap.fixed&lang=en,https://www.thinkenergy.com/?utm_source=rateboard&utm_medium=referral&utm_campaign=texas
34490,Think Clean 36,Think Energy,CENTERPOINT,FIXED,36,17.299999999999997,16.400000000000002,15.9,0.0,200.0,100,False,False,Solo para nuevos clientes. Se requiere pagos automatizados,https://docs.cloud.thinkenergy.com/EFL/?term=36&duns=957877905&product=tx.thinkclean.ap.fixed&lang=es,https://www.thinkenergy.com/?utm_source=rateboard&utm_medium=referral&utm_campaign=texas
34634,Smart Secure 36,AE TEXAS,CENTERPOINT,FIXED,36,15.8,15.299999999999999,15.0,0.0,,35,False,False,"Experience peace of mind with our Smarter Secure plan, offering a fixed energy rate and transparent TDU charges passed through with NO MARKUP. No hidden fees, minimum usage, or gimmicks.",https://enroll.aetexasco.com/EmailHTML/efl.aspx?RateID=1939&BrandID=1&PromoCodeID=114,https://enroll.aetexasco.com/Enrollment/Default.aspx?&promoCode=AETXPTC1
34449,Think Simple 5,Think Energy,CENTERPOINT,FIXED,5,14.399999999999999,13.4,12.9,0.0,200.0,25,False,False,Solo para nuevos clientes.,https://api.thinkenergy.onproton.io/enrollment/get_latest_document?lang=es&product_code=tx.thinksimple.noap.fixed&tdsp_id=5&doc_type=EFL&term=5&promo_code=default,https://www.thinkenergy.com/?utm_source=rateboard&utm_medium=referral&utm_campaign=texas
34539,Confident Renter 12,Abundance Energy,CENTERPOINT,FIXED,12,14.799999999999999,14.299999999999999,14.000000000000002,0.0,150.0,25,False,False,Go to Abundance Energy website to see all plans and term lengths.,https://api.quextenergy.onproton.io/enrollment/document?template_bucket=abundance-product-templates&template_file=tx/ConfidentRenter_EFL.docx&rate_id=9881,https://join.abundanceenergy.com/?promoCode=PTC
34641,Smart Secure 36,AE TEXAS,CENTERPOINT,FIXED,36,15.8,15.299999999999999,15.0,0.0,,35,False,False,"Experimente la tranquilidad con nuestro plan Smarter Secure, que ofrece una tarifa de energía fija y cargos TDU transparentes sin margen de beneficio. Sin tarifas ocultas, uso mínimo ni trucos.",https://enroll.aetexasco.com/EmailHTML/efl_SPA.aspx?RateID=1939&BrandID=1&PromoCodeID=114,https://enroll.aetexasco.com/Enrollment/Default.aspx?&promoCode=AETXPTC1
34702,Think Clean 12 with Smart Thermostat Connected,Think Energy,CENTERPOINT,FIXED,12,14.6,14.6,14.6,0.0,200.0,100,False,False,"Connected Thermostat Required, see EFL and Terms of Service for Details",https://docs.cloud.thinkenergy.com/EFL/?term=12&duns=957877905&product=tx.thinkclean.noap.fixed.thermostat&lang=en,https://www.thinkenergy.com/?utm_source=rateboard&utm_medium=referral&utm_campaign=texas
34703,Think Clean 12 with Smart Thermostat Connected,Think Energy,CENTERPOINT,FIXED,12,14.6,14.6,14.6,0.0,200.0,100,False,False,Se requiere termostato conectado; consulte EFL y las condiciones del servicio para obtener más información.,https://docs.cloud.thinkenergy.com/EFL/?term=12&duns=957877905&product=tx.thinkclean.noap.fixed.thermostat&lang=es,https://www.thinkenergy.com/?utm_source=rateboard&utm_medium=referral&utm_campaign=texas
34725,Bright Nights 12,CHARIOT ENERGY,CENTERPOINT,FIXED,12,14.7,13.200000000000001,12.5,0.0,,100,False,True,"Sign-up today and receive regret-free 100% clean renewable energy at prices competitive to traditional power. We’re committed to providing our customers transparency, simplicity and clean energy backed by world class customer experience.• This product requires Autopay & E-bill set up.",https://signup.chariotenergy.com//Home/EFl?productId=41702,https://signup.chariotenergy.com//Home/index?ProductCode=RNR12002708&Promo=GqAtunAVIGY=
34726,Bright Nights 12,CHARIOT ENERGY,CENTERPOINT,FIXED,12,14.7,13.200000000000001,12.5,0.0,,100,False,True,"Regístrese hoy y reciba 100% energía renovable y limpia sin remordimientos a precios competitivos en comparación con la energía tradicional. Estamos comprometidos a proporcionar a nuestros clientes transparencia, simplicidad y energía limpia respaldados por una experiencia de cliente de clase mundial..• Este producto requiere la configuración de Autopago y Facturación Electrónica.",https://signup.chariotenergy.com//Home/EFl?productId=41702&ver=spanish,https://signup.chariotenergy.com//Home/index?ProductCode=RNR12002708&Promo=GqAtunAVIGY=
34735,Bright Nights 24,CHARIOT ENERGY,CENTERPOINT,FIXED,24,15.4,13.900000000000002,13.200000000000001,0.0,,100,False,True,"Sign-up today and receive regret-free 100% clean renewable energy at prices competitive to traditional power. We’re committed to providing our customers transparency, simplicity and clean energy backed by world class customer experience.• This product requires Autopay & E-bill set up.",https://signup.chariotenergy.com//Home/EFl?productId=41666,https://signup.chariotenergy.com//Home/index?ProductCode=RNR24001668&Promo=GqAtunAVIGY=
34736,Bright Nights 24,CHARIOT ENERGY,CENTERPOINT,FIXED,24,15.4,13.900000000000002,13.200000000000001,0.0,,100,False,True,"Regístrese hoy y reciba 100% energía renovable y limpia sin remordimientos a precios competitivos en comparación con la energía tradicional. Estamos comprometidos a proporcionar a nuestros clientes transparencia, simplicidad y energía limpia respaldados por una experiencia de cliente de clase mundial..• Este producto requiere la configuración de Autopago y Facturación Electrónica.",https://signup.chariotenergy.com//Home/EFl?productId=41666&ver=spanish,https://signup.chariotenergy.com//Home/index?ProductCode=RNR24001668&Promo=GqAtunAVIGY=
34749,Bright Nights 36,CHARIOT ENERGY,CENTERPOINT,FIXED,36,15.6,14.099999999999998,13.4,0.0,,100,False,True,"Sign-up today and receive regret-free 100% clean renewable energy at prices competitive to traditional power. We’re committed to providing our customers transparency, simplicity and clean energy backed by world class customer experience..• This product requires Autopay & E-bill set up.",https://signup.chariotenergy.com//Home/EFl?productId=41667,https://signup.chariotenergy.com//Home/index?ProductCode=RNR36002717&Promo=GqAtunAVIGY=
34750,Bright Nights 36,CHARIOT ENERGY,CENTERPOINT,FIXED,36,15.6,14.099999999999998,13.4,0.0,,100,False,True,"Regístrese hoy y reciba 100% energía renovable y limpia sin remordimientos a precios competitivos en comparación con la energía tradicional. Estamos comprometidos a proporcionar a nuestros clientes transparencia, simplicidad y energía limpia respaldados por una experiencia de cliente de clase mundial..• Este producto requiere la configuración de Autopago y Facturación Electrónica.",https://signup.chariotenergy.com//Home/EFl?productId=41667&ver=spanish,https://signup.chariotenergy.com//Home/index?ProductCode=RNR36002717&Promo=GqAtunAVIGY=
34782,Daisy 18,BKV Energy,CENTERPOINT,FIXED,18,14.499999999999998,14.000000000000002,13.700000000000001,0.0,,29,False,False,"Voted #1 Electricity Provider in Houston 2025! Simple and affordable fixed-rate electricity with no hidden fees like base charges, usage fees, setup fees, or bundle fees. Plus, no gimmicks or confusing fine print. This plan is for new customers only who enroll through the Power To Choose website. Sign up today!",https://enroll.bkvenergy.com/Home/EFL?productCode=RN00027073&promo=&term=18,https://enroll.bkvenergy.com/?promo=PTCALL0001
34853,Discount Nights 24,Discount Power,CENTERPOINT,FIXED,24,16.7,16.2,15.9,0.0,295.0,24,False,True,"Electronic Billing and auto payment via bank draft, credit card, or debit card available. This offer is for new customers only. Enroll through Power to Choose or by using special promo code; Promo Code Required: WQ4131.",https://www.discountpowertx.com/defl/M1F00180040164A.pdf,https://shop.discountpowertx.com/offer-selection/?txtPromocode=WQ4131&tdspCode=D0001&fromLP=ptc&sid=APTC_1686090020&utm_campaign=Power+To+Choose+Listings&utm_medium=PTC_&utm_source=None
34803,Daisy 18,BKV Energy,CENTERPOINT,FIXED,18,14.499999999999998,14.000000000000002,13.700000000000001,0.0,,29,False,False,Esta oferta es exclusiva para nuevos clientes que se inscriban a través del sitio web Power to Choose.,https://enroll.bkvenergy.com/Home/EFL?productCode=RN00027073&promo=&term=18&ver=spanish,https://enroll.bkvenergy.com/?promo=PTCALL0001
34863,Discount Nights 24,Discount Power,CENTERPOINT,FIXED,24,16.7,16.2,15.9,0.0,295.0,24,False,True,Facturacion electronica y pago automatico con targeta de credito / targeta de debito o cuenta bancaria. Esta oferta es solo para nuevos clientes que se inscriban a traves de Power to Choose o utilizando el codigo de promocion especial; Codigo de promocion necesario: WQ4131.,https://www.discountpowertx.com/defl/M1F00180040167A.pdf,https://shop.discountpowertx.com/offer-selection/?txtPromocode=WQ4131&tdspCode=D0001&fromLP=ptc&sid=APTC_1686090020&utm_campaign=Power+To+Choose+Listings&utm_medium=PTC_&utm_source=None
34922,No Bull 36,Energy Texas,CENTERPOINT,FIXED,36,15.299999999999999,15.299999999999999,15.4,0.0,,100,False,False,"Straightforward, no B.S. fixed-rate plans built by Texans, for Texans. | Call us at 1-888-512-0330 and sign up today!",https://api.energytexas.com/api/pricing/offers/latest-offers-efl/12889/?locale=en,https://www.energytexas.com/?rcid=power-to-choose&utm_source=powertochoose&utm_campaign=centerpoint&utm_medium=state-shopping&utm_term=NB36
34923,No Bull 36,Energy Texas,CENTERPOINT,FIXED,36,15.299999999999999,15.299999999999999,15.4,0.0,,100,False,False,"Planes de tarifa fija, sencillos y sin tonterías, diseñados por Texanos para Texanos. ¡Llámenos al 1-888-512-0330 y regístrese hoy mismo!",https://api.energytexas.com/api/pricing/offers/latest-offers-efl/12889/?locale=es,https://www.energytexas.com/es?rcid=power-to-choose&utm_source=powertochoose&utm_campaign=centerpoint&utm_medium=state-shopping&utm_term=NB36
34902,No Bull 12,Energy Texas,CENTERPOINT,FIXED,12,14.6,14.6,14.7,0.0,,100,False,False,"Straightforward, no B.S. fixed-rate plans built by Texans, for Texans. | Call us at 1-888-512-0330 and sign up today!",https://api.energytexas.com/api/pricing/offers/latest-offers-efl/12677/?locale=en,https://www.energytexas.com/?rcid=power-to-choose&utm_source=powertochoose&utm_campaign=centerpoint&utm_medium=state-shopping&utm_term=NB12
34903,No Bull 12,Energy Texas,CENTERPOINT,FIXED,12,14.6,14.6,14.7,0.0,,100,False,False,"Planes de tarifa fija, sencillos y sin tonterías, diseñados por Texanos para Texanos. ¡Llámenos al 1-888-512-0330 y regístrese hoy mismo!",https://api.energytexas.com/api/pricing/offers/latest-offers-efl/12677/?locale=es,https://www.energytexas.com/es?rcid=power-to-choose&utm_source=powertochoose&utm_campaign=centerpoint&utm_medium=state-shopping&utm_term=NB12
35059,Digital Choice 12,RHYTHM,CENTERPOINT,FIXED,12,14.6,14.6,14.7,0.0,,100,False,False,"Secure a 100% renewable electricity plan. | Enjoy Fair-for-All Pricing, with No Hidden Fees! | Access local Texas customer care 7 days a week. | Save on your bill with Rhythm Rewards. | Call us at 1-877-649-0441 and sign up today!",https://api.gotrhythm.com/api/pricing/offers/latest-offers-efl/16243/?locale=en,https://gotrhythm.com/?rcid=power-to-choose&utm_source=powertochoose&utm_campaign=centerpoint&utm_medium=state-shopping&utm_term=DC12
35060,Digital Choice 12,RHYTHM,CENTERPOINT,FIXED,12,14.6,14.6,14.7,0.0,,100,False,False,Asegura un plan de electricidad 100% renovable. | Ten tranquilidad con nuestra promesa de 30 días de energía sin complicaciones. | ¡Disfruta precios justos sin cargos ocultos! | Con servicio al cliente disponible en Texas los 7 días de la semana. | Ahorra en tu factura con las recompensas Rhythm. | ¡Llámanos al 1-877-649-0441 y regístrate hoy!,https://api.gotrhythm.com/api/pricing/offers/latest-offers-efl/16243/?locale=es,https://gotrhythm.com/es?rcid=power-to-choose&utm_source=powertochoose&utm_campaign=centerpoint&utm_medium=state-shopping&utm_term=DC12
35004,Reliable Fixed 12,NEXTVOLT TEXAS LLC,CENTERPOINT,FIXED,12,14.499999999999998,14.099999999999998,13.8,0.0,149.0,6,False,False,,https://myaccountpage.nextvoltenergy.com/docs/efls/output/20260108_1_RF12-145_CENTERPOINT_HOUSTON_001.pdf,https://www.nextvoltenergy.com/texas/electricity-plans/?cid=PTC20251002065224&mtm_source=PTC&mtm_medium=Referral
35090,No Gimmicks Green 12,Budget Power,CENTERPOINT,FIXED,12,13.900000000000002,13.4,13.200000000000001,0.0,175.0,100,False,False,Promo Code PTC,https://signup.budgetpowertx.com/Home/EFL?productId=33637&Promo=,https://signup.budgetpowertx.com/Home/index?ProductCode=RN12000512&Promo=PTC
35124,Giddy Up 18,IRONHORSE POWER SERVICES LLC,CENTERPOINT,FIXED,18,15.299999999999999,14.799999999999999,14.6,0.0,250.0,6,False,False,,https://ironhorse-storage.s3.us-west-2.amazonaws.com/public/efl/CTP-18-PC-0-100250.pdf,https://signup.ironhorsepowerservices.com/ironhorse-ptc/CTP-18-PC-0-100250
35125,Giddy Up 24,IRONHORSE POWER SERVICES LLC,CENTERPOINT,FIXED,24,16.0,15.5,15.299999999999999,0.0,250.0,6,False,False,,https://ironhorse-storage.s3.us-west-2.amazonaws.com/public/efl/CTP-24-PC-0-100250.pdf,https://signup.ironhorsepowerservices.com/ironhorse-ptc/CTP-24-PC-0-100250
35126,Giddy Up 36,IRONHORSE POWER SERVICES LLC,CENTERPOINT,FIXED,36,16.400000000000002,15.9,15.7,0.0,250.0,6,False,False,,https://ironhorse-storage.s3.us-west-2.amazonaws.com/public/efl/CTP-36-PC-0-100250.pdf,https://signup.ironhorsepowerservices.com/ironhorse-ptc/CTP-36-PC-0-100250
35185,SFE RewardsPlus - 12,SFE ENERGY TEXAS INC,CENTERPOINT,FIXED,12,16.900000000000002,15.8,15.2,0.0,175.0,35,False,False,"Enjoy peace of mind and predictable pricing with the SFE RewardsPlus Plan - a simple, stable electricity plan designed with you in mind. Each month, you’ll receive $50 in reward dollars to spend on local deals, dining, entertainment, online shopping, gift cards, and more*. Plus, after 60 days of continuous service, you can call us and request your 4 free LED bulbs*. It’s a plan that rewards you every step of the way. *Reward dollars and LED bulb offers are subject to terms and conditions.",https://empowerdocs.blob.core.windows.net/efldocuments/_2516352792954796738_EFL_SFE%20Residential%20Fixed%20CNP%2012English.pdf,https://www.sfeenergy.com/texas/
35186,SFE RewardsPlus - 24,SFE ENERGY TEXAS INC,CENTERPOINT,FIXED,24,17.0,15.9,15.299999999999999,0.0,175.0,35,False,False,"Enjoy peace of mind and predictable pricing with the SFE RewardsPlus Plan - a simple, stable electricity plan designed with you in mind. Each month, you’ll receive $50 in reward dollars to spend on local deals, dining, entertainment, online shopping, gift cards, and more*. Plus, after 60 days of continuous service, you can call us and request your 4 free LED bulbs*. It’s a plan that rewards you every step of the way. *Reward dollars and LED bulb offers are subject to terms and conditions.",https://empowerdocs.blob.core.windows.net/efldocuments/_2516352792990417074_EFL_SFE%20Residential%20Fixed%20CNP%2024English.pdf,https://www.sfeenergy.com/texas/
35187,SFE RewardsPlus - 36,SFE ENERGY TEXAS INC,CENTERPOINT,FIXED,36,17.0,15.9,15.299999999999999,0.0,175.0,35,False,False,"Enjoy peace of mind and predictable pricing with the SFE RewardsPlus Plan - a simple, stable electricity plan designed with you in mind. Each month, you’ll receive $50 in reward dollars to spend on local deals, dining, entertainment, online shopping, gift cards, and more*. Plus, after 60 days of continuous service, you can call us and request your 4 free LED bulbs*. It’s a plan that rewards you every step of the way. *Reward dollars and LED bulb offers are subject to terms and conditions.",https://empowerdocs.blob.core.windows.net/efldocuments/_2516352793022970458_EFL_SFE%20Residential%20Fixed%20CNP%2036English.pdf,https://www.sfeenergy.com/texas/
35158,OctopusFlex,Octopus Energy,CENTERPOINT,FIXED,12,15.5,15.0,14.799999999999999,0.0,150.0,100,False,True,"Octopus Flex is a 100% renewable time-of-use electricity plan that rewards you with lower rates for using energy during off-peak hours (10 PM–6 AM). You’ll save even more during spring and fall, when energy is cleaner and cheaper. Shift your usage, like running appliances or charging your EV at night, and enjoy big savings while supporting a greener grid.",https://octopusenergy.com/efl?id=373&service-provider=CENTERPOINT&load-zone=LZ_HOUSTON&lang=en,https://octopusenergy.com/affiliate/ptc
35217,SFE RewardsPlus - 12,SFE ENERGY TEXAS INC,CENTERPOINT,FIXED,12,16.900000000000002,15.8,15.2,0.0,175.0,35,False,False,"Disfruta tranquilidad y precios predecibles con el Plan SFE RewardsPlus – un plan de electricidad simple y estable, diseñado pensando en usted.  Cada mes, recibirá $50 en dólares de recompensa para gastar en ofertas locales, restaurantes, entretenimiento, compras en línea, tarjetas de regalo y mucho más*. Además, después de 60 días de servicio continuo, puede llamarnos y solicitar sus 4 focos LED gratis*. Es un plan que lo recompensa en cada paso del camino. *Los dólares de recompensa y los focos LED están sujetos a términos y condiciones.",https://empowerdocs.blob.core.windows.net/efldocuments/_2516352792938827133_EFL_SFE%20Residential%20Fixed%20CNP%2012Spanish.pdf,https://www.sfeenergy.com/texas/
35218,SFE RewardsPlus - 36,SFE ENERGY TEXAS INC,CENTERPOINT,FIXED,36,17.0,15.9,15.299999999999999,0.0,175.0,35,False,False,"Disfruta tranquilidad y precios predecibles con el Plan SFE RewardsPlus – un plan de electricidad simple y estable, diseñado pensando en usted.  Cada mes, recibirá $50 en dólares de recompensa para gastar en ofertas locales, restaurantes, entretenimiento, compras en línea, tarjetas de regalo y mucho más*. Además, después de 60 días de servicio continuo, puede llamarnos y solicitar sus 4 focos LED gratis*. Es un plan que lo recompensa en cada paso del camino. *Los dólares de recompensa y los focos LED están sujetos a términos y condiciones.",https://empowerdocs.blob.core.windows.net/efldocuments/_2516352793007267139_EFL_SFE%20Residential%20Fixed%20CNP%2036Spanish.pdf,https://www.sfeenergy.com/texas/
35219,SFE RewardsPlus - 24,SFE ENERGY TEXAS INC,CENTERPOINT,FIXED,24,17.0,15.9,15.299999999999999,0.0,175.0,35,False,False,"Disfruta tranquilidad y precios predecibles con el Plan SFE RewardsPlus – un plan de electricidad simple y estable, diseñado pensando en usted.  Cada mes, recibirá $50 en dólares de recompensa para gastar en ofertas locales, restaurantes, entretenimiento, compras en línea, tarjetas de regalo y mucho más*. Además, después de 60 días de servicio continuo, puede llamarnos y solicitar sus 4 focos LED gratis*. Es un plan que lo recompensa en cada paso del camino. *Los dólares de recompensa y los focos LED están sujetos a términos y condiciones.",https://empowerdocs.blob.core.windows.net/efldocuments/_2516352792974874837_EFL_SFE%20Residential%20Fixed%20CNP%2024Spanish.pdf,https://www.sfeenergy.com/texas/
35308,Clean Energy 12,Abundance Energy,CENTERPOINT,FIXED,12,15.9,14.899999999999999,14.399999999999999,0.0,150.0,100,False,False,Go to Abundance Energy website to see all plans and term lengths.,https://api.quextenergy.onproton.io/enrollment/document?template_bucket=abundance-product-templates&template_file=tx/CleanEnergy_EFL.docx&rate_id=9875,https://join.abundanceenergy.com/?promoCode=PTC
35227,OctopusFlex,Octopus Energy,CENTERPOINT,FIXED,12,15.5,15.0,14.799999999999999,0.0,150.0,100,False,True,"OctopusFlex es un plan de electricidad 100 % renovable con horario de uso que te recompensa con tarifas más bajas por usar energía fuera de las horas punta (22:00 a 6:00). Ahorrarás aún más en primavera y otoño, cuando la energía es más limpia y económica. Modifica tu consumo, como usar electrodomésticos o cargar tu vehículo eléctrico por la noche, y disfruta de grandes ahorros mientras contribuyes a una red más ecológica.",https://octopusenergy.com/efl?id=373&service-provider=CENTERPOINT&load-zone=LZ_HOUSTON&lang=es,https://octopusenergy.com/es/affiliate/ptc
35512,Stability Fixed 24,NEXTVOLT TEXAS LLC,CENTERPOINT,FIXED,24,15.0,14.499999999999998,14.2,0.0,149.0,6,False,False,,https://myaccountpage.nextvoltenergy.com/docs/efls/output/20260108_1_SF24-1_CENTERPOINT_HOUSTON_001.pdf,https://www.nextvoltenergy.com/texas/electricity-plans/?cid=PTC20251002065224&mtm_source=PTC&mtm_medium=Referral
